,student_id,name,class,study,gpa,is_greek,is_on_campus,distance_to_campus,is_female,is_sprinklered,claim_id,amount,risk_tier,holdout
1065,267,"el-Saadeh, Mawhiba",5,Science,2.69085158,0,0,0.0,0.0,0,49,1002.384078,3,0
1072,268,"el-Kamali, Raaida",5,Science,1.929823303,0,0,0.0,0.0,0,0,0.0,3,0
1076,269,"Bresciani, Olivia",4,Science,3.363182941,0,1,1.385803824,1.0,0,0,0.0,3,0
1080,270,"el-Jamil, Zain",3,Business,2.717036454,0,0,0.0,0.0,0,0,0.0,2,0
1081,271,"Wilson, Shkhelley",5,Science,3.125520655,0,0,0.0,1.0,1,50,2348.726788,3,0
1088,272,"el-Nazir, Mahmooda",1,Science,2.735023681,0,0,0.0,0.0,0,0,0.0,1,0
1092,273,"el-Yassin, Mus'ab",3,Other,3.697051804,0,0,0.0,1.0,1,0,0.0,2,0
1096,274,"Mcdaniel, Raven",3,Other,3.17679176,0,1,2.673534449,0.0,0,0,0.0,2,0
1100,275,"el-Iqbal, Nawaar",2,Other,1.36498947,1,0,0.0,0.0,1,0,0.0,1,1
1101,276,"Iliff, Jack",3,Other,2.281820875,0,0,0.0,1.0,1,51,429.2375509,2,0
1108,277,"Shonts, Emerson",1,Science,2.908747298,0,1,1.166452918,0.0,1,0,0.0,1,0
1112,278,"Wilson, Troslyn",3,Humanities,3.315223242,1,0,0.0,0.0,1,0,0.0,2,1
1116,279,"Sarpy, Essence",1,Other,2.152308135,0,1,2.708195504,1.0,1,0,0.0,1,0
1120,280,"Burback, Jacob",1,Other,1.654841725,1,0,0.0,0.0,1,0,0.0,1,0
1124,281,"Cortez-Salas, Jacob",3,Business,1.398659882,0,0,0.0,0.0,0,0,0.0,2,0
1128,282,"Pence, Jasmine",5,Humanities,1.960491064,0,0,0.0,0.0,0,0,0.0,3,0
1131,283,"Valdez, Janelle",5,Humanities,2.778393534,1,1,7.609871022,1.0,0,54,2417.297719,3,0
1132,283,"Valdez, Janelle",5,Humanities,2.778393534,1,1,7.609871022,1.0,0,55,1389.386075,3,0
1138,284,"Truong, Li",1,Other,1.238431597,0,1,1.99307745,0.0,1,0,0.0,1,0
1142,285,"Green, Cade",5,Business,2.919358063,0,1,0.183973153,1.0,1,0,0.0,3,0
1146,286,"al-Baig, Abyad",3,Humanities,1.5430423,0,1,5.770478584,0.0,0,0,0.0,2,1
1150,287,"Kang, Parth",3,Business,3.355115332,0,0,0.0,0.0,0,0,0.0,2,0
1154,288,"Jonseof, Gregg",3,Business,1.844737647,0,0,0.0,0.0,0,0,0.0,2,0
1158,289,"Shah, Mario",1,Humanities,2.298967954,0,0,0.0,0.0,0,0,0.0,1,1
1162,290,"Brewster, Brejona",1,Business,2.215125603,0,0,0.0,0.0,1,0,0.0,1,1
1166,291,"Tafoya, Joseph",3,Science,3.154319167,0,0,0.0,1.0,1,0,0.0,2,0
1170,292,"Brito, Amber",4,Business,2.608313014,0,1,10.56199487,1.0,0,0,0.0,3,1
1174,293,"Bohay, Briana",1,Science,3.795114953,0,1,2.760163313,1.0,1,0,0.0,1,0
1178,294,"Young, Gregory",5,Humanities,3.035141912,0,1,3.811252366,0.0,0,0,0.0,3,0
1181,295,"Alkire, Westley",1,Science,1.134704607,0,0,0.0,0.0,1,58,189.3967492,1,0
1187,296,"Jackson Jr, Taylor",3,Business,1.227854734,1,0,0.0,1.0,0,0,0.0,2,1
1191,297,"Johnson, Jonah",1,Business,3.721363376,1,0,0.0,1.0,1,0,0.0,1,0
1195,298,"Kushner, Alexander",2,Humanities,3.368783554,0,1,4.029394211,,1,0,0.0,1,0
1199,299,"Santistevan-Minnick, Santana",2,Humanities,0.14920273,0,1,1.736105269,1.0,0,0,0.0,1,1
1203,300,"Fahey, Robert",2,Humanities,3.266103988,0,1,0.613132474,0.0,0,0,0.0,1,0
1207,301,"Beyer, Andrew",3,Humanities,1.945113443,0,1,3.323310196,0.0,0,0,0.0,2,0
1211,302,"Linton, William",5,Science,1.151993119,0,0,0.0,1.0,1,0,0.0,3,0
1215,303,"el-Hosein, Aakif",3,Humanities,3.049874315,0,1,1.414449333,1.0,0,0,0.0,2,0
1219,304,"Medrano Betancourt, Carlos",3,Business,3.872930543,0,0,0.0,1.0,1,0,0.0,2,0
1223,305,"Lyman, Yayoua",2,Science,3.069419824,0,1,3.343795816,0.0,1,0,0.0,1,0
1227,306,"Young, Tokala",2,Science,1.104664799,0,0,0.0,1.0,0,0,0.0,1,0
1231,307,"Torres, Benjamin",3,Humanities,2.228415556,0,1,7.809504516,0.0,1,0,0.0,2,0
1235,308,"Quattlebaum, Darrion",1,Other,2.09212748,0,0,0.0,0.0,0,0,0.0,1,0
1239,309,"Lewis, Whitney",1,Science,2.063270399,0,0,0.0,0.0,1,0,0.0,1,0
1243,310,"Grant, Charis",5,Business,1.667276956,0,0,0.0,0.0,1,0,0.0,3,0
1247,311,"Bernhardt, Satchel",2,Humanities,2.269844414,0,0,0.0,0.0,1,0,0.0,1,1
1251,312,"Borjas, Robert",2,Humanities,2.766273275,0,1,3.655070624,0.0,0,0,0.0,1,0
1255,313,"Edwards, Makayla",1,Science,2.019687381,0,0,0.0,0.0,0,0,0.0,1,0
1256,314,"Brown, Domisha",4,Science,1.834946492,1,1,2.348907053,1.0,1,59,1444.106122,3,0
1260,315,"Chappell, Syrina",2,Business,2.205080144,0,0,0.0,1.0,1,60,352.3259185,1,1
1264,316,"Ochoa, Xavier",3,Business,0.492492076,1,1,1.669963382,0.0,1,61,2228.849502,2,0
1271,317,"Vogel, Austin",1,Humanities,3.151121519,0,0,0.0,1.0,1,0,0.0,1,0
1275,318,"Mahooty, Jennifer",1,Other,3.717100192,0,0,0.0,0.0,1,0,0.0,1,0
1279,319,"Langridge, Eloyita",4,Science,3.330865775,0,1,2.206705537,0.0,1,0,0.0,3,0
1283,320,"el-Mitri, Arkaan",4,Business,3.810559256,0,0,0.0,,1,0,0.0,3,0
1287,321,"Briseno, Joshua",4,Other,1.359580059,1,1,0.142845427,0.0,0,0,0.0,3,1
1291,322,"Harvie, Candance",1,Science,1.983011792,0,0,0.0,1.0,0,0,0.0,1,0
1295,323,"Aguayo Hernandez, Alisha",4,Other,2.86532428,0,0,0.0,,0,0,0.0,3,0
1299,324,"Chavez, Machaella",3,Humanities,0.793823493,0,0,0.0,1.0,0,0,0.0,2,0
1303,325,"Navarro, Jeana Brinae",3,Other,2.119684536,0,1,4.546750944,,1,0,0.0,2,1
1307,326,"al-Kamel, Arwa",1,Other,3.865782602,0,0,0.0,1.0,1,0,0.0,1,0
1311,327,"Muhammad, Gregory",2,Business,1.208408087,0,0,0.0,,1,0,0.0,1,0
1315,328,"Soth, Carrie",3,Humanities,2.318979469,0,0,0.0,0.0,0,0,0.0,2,0
1319,329,"Hope, Amanda",1,Business,1.618675078,0,1,4.856471881,0.0,1,0,0.0,1,0
1323,330,"Galvez Pena, Brian",3,Science,1.178867948,0,0,0.0,,1,0,0.0,2,0
1327,331,"Fikes, Jacob",5,Other,2.702613623,0,1,1.332935002,1.0,1,0,0.0,3,0
1331,332,"Chuong, Kallie",1,Humanities,2.060840069,0,1,1.520949915,1.0,0,0,0.0,1,0
1335,333,"Geisler, Alexander",3,Business,3.201364394,0,1,2.589535775,0.0,1,0,0.0,2,0
1339,334,"Duran, Jennifer",2,Science,1.638624158,0,1,3.02624331,0.0,1,0,0.0,1,0
1343,335,"Martinez, Valeria",4,Business,2.228466358,0,1,6.44650568,0.0,0,0,0.0,3,0
1347,336,"Cox, Matthew",3,Humanities,2.948930898,0,1,0.289237418,1.0,1,0,0.0,2,0
1351,337,"Lewis, Deliah",3,Business,2.092532419,0,0,0.0,0.0,1,0,0.0,2,0
1355,338,"Perez, Yolanda",2,Other,2.264685993,1,0,0.0,0.0,1,0,0.0,1,0
1359,339,"Thurimella, Christopher",3,Science,3.035011942,0,0,0.0,0.0,1,0,0.0,2,0
1363,340,"el-Ahsan, Ya'qoob",3,Science,2.623511911,1,1,3.444070607,1.0,1,0,0.0,2,0
1367,341,"el-Ghanem, Ghaaziya",5,Business,2.376312438,0,0,0.0,0.0,1,0,0.0,3,0
1371,342,"el-Ayub, Shaahira",4,Business,1.808887638,0,0,0.0,,1,0,0.0,3,0
1375,343,"Vargas, Ronald",3,Other,2.307036449,0,1,1.685930246,1.0,0,0,0.0,2,0
1379,344,"Johnson, Brazjhan",2,Science,2.526602977,0,1,0.555550484,0.0,1,0,0.0,1,0
1383,345,"Corso, Martin",1,Humanities,2.335816408,0,1,6.744533628,1.0,0,0,0.0,1,0
1387,346,"Larrea, Eli",3,Science,0.905801403,1,0,0.0,1.0,1,0,0.0,2,0
1391,347,"Fontes, Hannah",5,Business,2.349591186,0,0,0.0,,0,0,0.0,3,0
1395,348,"Lee, Mengzhe",2,Humanities,3.117005967,0,1,1.869608302,1.0,1,0,0.0,1,0
1399,349,"Lozano, Katerine",4,Business,3.051218111,0,0,0.0,,1,0,0.0,3,0
1403,350,"Quintana, Yu",3,Science,2.179776919,0,0,0.0,0.0,1,0,0.0,2,0
1407,351,"Tharpe, Danita",1,Science,2.024814297,1,0,0.0,0.0,1,0,0.0,1,1
1411,352,"al-Azam, Dhaahir",3,Science,2.112361129,0,0,0.0,1.0,0,0,0.0,2,0
1415,353,"Moorman, Brandon",5,Other,0.846314394,0,0,0.0,0.0,0,0,0.0,3,0
1419,354,"Cave, Mequila",2,Science,2.876176971,0,1,0.584769985,0.0,0,0,0.0,1,0
1423,355,"Ducro, Shydasha",1,Business,3.058961413,0,1,0.88253353,1.0,1,0,0.0,1,0
1427,356,"Sanchez, Thomas",5,Business,3.650351154,0,1,3.112219352,1.0,1,0,0.0,3,0
1431,357,"Anderson, Jacob",2,Science,0.332706328,1,0,0.0,0.0,1,0,0.0,1,0
1435,358,"Thao, Alexander",1,Business,0.728660561,0,0,0.0,0.0,0,0,0.0,1,0
1439,359,"Lee, Alan",4,Other,3.328521461,0,0,0.0,0.0,1,0,0.0,3,0
1443,360,"al-Saab, Najeeba",4,Business,0.483801451,0,0,0.0,1.0,1,0,0.0,3,0
1447,361,"Sronce, Caleb",5,Humanities,2.865386131,0,0,0.0,1.0,1,0,0.0,3,0
1451,362,"Gonzalez, Shelby",1,Business,3.376063775,0,0,0.0,1.0,1,0,0.0,1,0
1452,363,"Dingle, Zenovia",3,Business,3.357093302,0,0,0.0,,1,64,479.6960067,2,0
1459,364,"el-Huda, Aiman",3,Other,3.214059133,0,1,1.168276463,0.0,1,0,0.0,2,0
1463,365,"Roberts, Jordyn",1,Science,1.471064588,0,1,3.572781998,1.0,0,0,0.0,1,0
1467,366,"al-Mohammad, Badri",1,Science,1.187099569,0,0,0.0,,1,0,0.0,1,0
1471,367,"Maddux, Genevieve",2,Humanities,1.676815213,0,0,0.0,1.0,1,0,0.0,1,0
1473,368,"Wilson, Calandra",4,Other,2.251911475,1,0,0.0,1.0,1,66,2658.236064,3,0
1474,368,"Wilson, Calandra",4,Other,2.251911475,1,0,0.0,1.0,1,67,1626.978526,3,0
1480,369,"Awad, Kristina",4,Business,1.32265687,0,0,0.0,1.0,0,0,0.0,3,0
1484,370,"Hoffman, Giles",2,Other,2.071465304,1,0,0.0,0.0,1,0,0.0,1,0
1488,371,"al-Badie, Baaqir",4,Science,2.556524234,0,1,0.463786834,0.0,1,0,0.0,3,1
1492,372,"Mccabe, Taylor",1,Other,2.175072403,0,0,0.0,1.0,1,0,0.0,1,1
1493,373,"Trujillo, Travis",5,Other,2.894576859,0,1,0.329917593,0.0,1,68,973.8031,3,0
1500,374,"Kills In Sight, Dillon",3,Business,3.347462163,0,0,0.0,1.0,0,0,0.0,2,0
1501,375,"Raymond, Nia",4,Humanities,2.917861789,0,0,0.0,1.0,0,69,612.2625956,3,0
1508,376,"Garcia, Kala",1,Business,3.526833624,0,0,0.0,0.0,1,0,0.0,1,0
1512,377,"al-Toure, Musaaid",2,Other,3.605683361,0,0,0.0,1.0,0,0,0.0,1,0
1516,378,"Chao, Jonathan",5,Humanities,2.836376367,0,0,0.0,1.0,0,0,0.0,3,0
1520,379,"Chongtoua, Phillip",3,Other,1.885320855,0,1,1.605188709,1.0,1,0,0.0,2,0
1524,380,"Cotier, Kristen",4,Business,3.230550223,0,0,0.0,0.0,1,0,0.0,3,0
1528,381,"Fox, Matthew",3,Humanities,2.2396686,1,0,0.0,1.0,0,0,0.0,2,1
1529,382,"Muppala, Ysobella",4,Humanities,1.832015873,0,1,3.890559986,1.0,0,70,280.7149732,3,0
1536,383,"Milton, Brady",4,Humanities,2.55983447,0,1,3.09201854,1.0,0,0,0.0,3,1
1540,384,"Roe-Huffman, Allyssa",1,Humanities,3.233669955,0,1,1.66012278,1.0,1,0,0.0,1,0
1544,385,"Oliver, Sylvana",2,Business,2.568924492,0,0,0.0,,1,0,0.0,1,0
1546,386,"al-Sham, Shaafi",2,Business,3.257363137,1,1,0.840438351,0.0,0,72,5063.426101,1,0
1552,387,"Ehrlich, Sara",4,Science,1.22629594,0,1,3.461310544,1.0,1,0,0.0,3,0
1556,388,"Koscho, Brandon",3,Business,0.930505643,0,0,0.0,1.0,0,0,0.0,2,1
1560,389,"al-Ghattas, Taqiyya",2,Other,3.279906182,0,0,0.0,0.0,0,0,0.0,1,0
1564,390,"Cozzolino, Mallory",2,Other,1.455155929,0,0,0.0,0.0,0,0,0.0,1,0
1568,391,"Pasillas, Angelica",3,Humanities,2.591133065,0,0,0.0,0.0,1,0,0.0,2,0
1572,392,"Vigil, Maria",4,Humanities,2.722907588,1,0,0.0,0.0,1,0,0.0,3,0
1576,393,"el-Mostafa, Tahiyya",1,Other,3.552160345,0,0,0.0,0.0,0,0,0.0,1,0
1580,394,"Kume, Nathan",2,Science,2.76722,0,0,0.0,0.0,1,0,0.0,1,0
1584,395,"el-Shafi, Sawada",2,Science,1.364944982,1,0,0.0,0.0,1,0,0.0,1,0
1588,396,"Villarreal, Casandra",1,Other,1.386663349,0,0,0.0,1.0,1,0,0.0,1,1
1592,397,"Moquino, Sandra",1,Science,3.124932679,0,0,0.0,1.0,1,0,0.0,1,0
1596,398,"Huling, Amber",3,Humanities,2.079489875,0,0,0.0,0.0,1,0,0.0,2,0
1600,399,"Deherrera, Joel",2,Science,0.248548661,1,0,0.0,0.0,1,0,0.0,1,0
1604,400,"Ochoa Boyce, Saul",1,Other,1.020193076,0,1,4.571803726,0.0,0,0,0.0,1,0
1608,401,"Johnson, Tierra",1,Science,0.739499342,0,0,0.0,0.0,0,0,0.0,1,0
1612,402,"Johnson, Saleh",5,Other,0.66517568,0,1,7.318262688,1.0,1,0,0.0,3,0
1616,403,"Bobian, Demetrie",1,Science,1.459968762,1,1,1.169351941,1.0,1,0,0.0,1,1
1620,404,"Richards III, Dmitri",2,Humanities,2.5166269,0,0,0.0,0.0,1,0,0.0,1,1
1621,405,"Brandon, Jamal",4,Other,2.848487944,1,0,0.0,0.0,0,74,1231.671104,3,0
1622,405,"Brandon, Jamal",4,Other,2.848487944,1,0,0.0,0.0,0,75,1149.736395,3,0
1629,406,"Morris, Kyle",5,Science,3.207084975,0,0,0.0,1.0,1,0,0.0,3,0
1630,407,"Ruff, Sara",5,Business,1.658486444,0,1,8.595358781,1.0,1,76,1437.776411,3,0
1637,408,"Reynolds, Payne",1,Science,2.164297753,0,0,0.0,0.0,1,0,0.0,1,0
1641,409,"Skinner, Dennis",4,Other,0.648494077,0,0,0.0,1.0,1,0,0.0,3,0
1645,410,"Garcia, Chelsea",1,Science,2.617927252,0,0,0.0,1.0,0,0,0.0,1,0
1649,411,"Bozonier, Andrea",4,Business,3.346263698,0,1,0.133164338,0.0,1,0,0.0,3,1
1653,412,"Root, Klayson",2,Science,1.156968816,1,0,0.0,0.0,0,0,0.0,1,0
1655,413,"Garrett, Lorant",3,Business,3.512014341,1,1,2.213429514,1.0,1,80,1891.566736,2,0
1661,414,"Wilson, Hysoonie",4,Humanities,3.113441504,0,0,0.0,0.0,1,0,0.0,3,0
1665,415,"Culhane, Cody",4,Business,2.81634422,1,0,0.0,0.0,0,0,0.0,3,0
1669,416,"Mckenzie, Hysendra",1,Humanities,2.193044611,1,1,1.197446659,1.0,1,0,0.0,1,0
1673,417,"Garcia, Deirdra",1,Humanities,1.883167593,0,1,11.22262951,0.0,0,0,0.0,1,0
1677,418,"Persaud, Calvin",3,Science,2.215026678,0,0,0.0,1.0,1,0,0.0,2,0
1681,419,"Howell, Jordan",2,Humanities,3.137432382,0,0,0.0,1.0,1,0,0.0,1,0
1685,420,"Albers, Brendan",4,Science,3.218902963,1,0,0.0,1.0,1,0,0.0,3,0
1689,421,"Mc Gee, Shanice",5,Science,0.415266945,0,0,0.0,0.0,1,0,0.0,3,0
1693,422,"Stepter, D Isaiah",4,Business,3.466037325,1,0,0.0,1.0,0,0,0.0,3,0
1697,423,"Terrones, Manuel",1,Humanities,1.919581659,0,0,0.0,0.0,0,0,0.0,1,0
1701,424,"Medina, Britanny",3,Other,2.332269647,0,0,0.0,0.0,1,0,0.0,2,0
1702,425,"Young, Robert",3,Science,2.599775292,1,0,0.0,,1,81,802.2418789,2,1
1709,426,"Duran, Emmanuel",3,Science,1.113513605,0,0,0.0,1.0,1,0,0.0,2,0
1713,427,"Soto, Quinten",1,Science,1.209832613,0,0,0.0,1.0,1,0,0.0,1,0
1717,428,"Stevens, Tierra",5,Other,0.90217208,0,1,4.57523581,0.0,0,0,0.0,3,0
1721,429,"French, Phelan",3,Science,0.990531812,0,1,0.645175286,1.0,1,0,0.0,2,1
1725,430,"Le, Jarleeya",2,Humanities,2.569711269,0,0,0.0,1.0,0,0,0.0,1,0
1729,431,"Selleck, Vincent",2,Other,2.424120501,1,1,1.921759663,1.0,1,0,0.0,1,0
1733,432,"Moll, Mckenzie",1,Humanities,1.806615877,0,1,0.048682502,1.0,0,0,0.0,1,0
1737,433,"Robbs, Michael",2,Science,3.285383332,0,0,0.0,1.0,0,0,0.0,1,0
1738,434,"el-Maroun, Ilhaam",3,Humanities,2.693101594,1,1,0.676620986,1.0,1,84,2341.579794,2,0
1745,435,"Salansky, Clara",4,Business,1.256601603,0,1,0.711622851,1.0,1,0,0.0,3,0
1749,436,"el-Kazi, Muneeb",3,Business,2.02552228,1,0,0.0,0.0,1,0,0.0,2,0
1751,437,"Flores, Brian",1,Science,2.321818968,1,1,5.085543774,0.0,1,86,1060.326531,1,1
1757,438,"Melendez, Neysa",2,Other,3.044679236,0,0,0.0,1.0,1,0,0.0,1,1
1761,439,"el-Gad, Mahbooba",5,Humanities,1.815862427,0,1,2.276969966,1.0,1,0,0.0,3,0
1765,440,"Chavez, Marcos",2,Business,3.326717544,1,1,2.383756237,0.0,1,0,0.0,1,0
1769,441,"Seedorf, Nelle",3,Other,0.602259653,1,1,6.477765325,1.0,0,0,0.0,2,0
1773,442,"al-Nasrallah, Widdad",3,Other,2.734708656,1,0,0.0,0.0,1,0,0.0,2,1
1777,443,"Robinson, Amber",1,Science,2.627474042,0,1,1.271066021,0.0,1,0,0.0,1,1
1781,444,"Nguyen, Lois",3,Business,3.850707175,0,0,0.0,0.0,1,0,0.0,2,0
1785,445,"Granados Ordonez, Jasper",1,Science,1.771893236,0,0,0.0,0.0,0,0,0.0,1,0
1789,446,"Milasincic, Caylyn",1,Humanities,1.56770665,1,1,0.112655124,0.0,0,0,0.0,1,1
1793,447,"Cullimore, Blake",4,Humanities,3.346641577,0,1,5.162074458,1.0,0,0,0.0,3,0
1797,448,"el-Hakim, Zaid",4,Humanities,2.163493003,1,0,0.0,1.0,0,0,0.0,3,0
1801,449,"Robinson, Lacresha",3,Humanities,1.78382058,0,0,0.0,1.0,1,0,0.0,2,0
1805,450,"Lovato, Jose",4,Science,1.389940996,0,1,9.747004174,1.0,1,0,0.0,3,1
1809,451,"Blythe, Terrance",3,Other,3.701083148,0,0,0.0,0.0,1,0,0.0,2,0
1813,452,"Madden, Kalene",2,Humanities,3.137688485,1,1,5.842414274,0.0,1,0,0.0,1,0
1817,453,"Rivera, James",4,Science,3.642870897,0,1,0.976813622,0.0,1,0,0.0,3,1
1821,454,"Apple, Ian",2,Humanities,1.476475361,0,0,0.0,1.0,1,0,0.0,1,1
1825,455,"Graham, I K N Clinton",4,Humanities,2.171451211,0,0,0.0,1.0,0,0,0.0,3,0
1829,456,"Espinoza Prado, Angele",4,Humanities,2.946892422,0,0,0.0,0.0,1,0,0.0,3,0
1833,457,"Tannehill, Cassandra",2,Humanities,1.757438169,1,0,0.0,1.0,1,0,0.0,1,1
1837,458,"Lee, Daisy",2,Business,2.671486,0,0,0.0,0.0,1,0,0.0,1,1
1841,459,"Flores, Paula",4,Business,2.614916239,0,0,0.0,0.0,1,0,0.0,3,0
1845,460,"Yazzie, Landon",2,Other,2.703463757,0,1,5.784878156,1.0,0,0,0.0,1,0
1846,461,"al-Mahdi, Shaamila",4,Other,2.631806538,1,0,0.0,0.0,1,90,922.1767581,3,0
1853,462,"Martsolf, Rachel",1,Science,1.45797922,1,1,6.44440452,,0,0,0.0,1,0
1857,463,"Beale, Olivia",3,Humanities,2.791452037,0,0,0.0,1.0,1,0,0.0,2,0
1861,464,"Ciezczak, Rafael",5,Other,0.922566962,0,0,0.0,0.0,1,0,0.0,3,0
1865,465,"Tamayo, Lorena",2,Science,3.51506296,0,1,4.263040259,1.0,1,0,0.0,1,0
1869,466,"Watson, Stephen",1,Other,3.089296288,0,0,0.0,0.0,1,0,0.0,1,0
1873,467,"Heard, Makennon",5,Science,0.327371699,1,0,0.0,0.0,1,0,0.0,3,0
1877,468,"Shakur, Jocelyn",3,Business,1.69456083,0,0,0.0,1.0,1,0,0.0,2,1
1881,469,"Maestas, Scottie",5,Other,3.361216685,0,0,0.0,0.0,0,0,0.0,3,0
1885,470,"Jorgenson, Noah",2,Humanities,3.253090008,0,0,0.0,,0,0,0.0,1,0
1889,471,"Rogers, Kiyani",1,Other,1.925822665,0,0,0.0,1.0,1,0,0.0,1,1
1893,472,"Falconer, Keisha",1,Other,1.885954604,1,1,7.336210042,1.0,1,0,0.0,1,1
1897,473,"Mesikapp, Cody",2,Business,2.43127757,1,0,0.0,0.0,0,0,0.0,1,0
1901,474,"Sheppard, Peter",4,Humanities,0.914098728,0,1,6.576037801,0.0,0,0,0.0,3,0
1905,475,"Raya, Luz Mariel",4,Business,2.375684591,0,1,1.13169012,1.0,1,0,0.0,3,0
1909,476,"Bukari, Brian",3,Other,0.647321436,0,0,0.0,0.0,0,0,0.0,2,0
1913,477,"Douglas, Rashawnda",2,Other,1.284788471,0,0,0.0,1.0,1,0,0.0,1,0
1917,478,"el-Masih, Mumtaaza",4,Humanities,1.223658255,0,0,0.0,0.0,1,0,0.0,3,0
1921,479,"Kennah, Luisa",5,Other,3.164164614,0,0,0.0,1.0,1,0,0.0,3,0
1925,480,"Munson, Corey",3,Business,2.773986265,0,1,0.724704567,1.0,1,0,0.0,2,0
1929,481,"Manibusan, Wanyi",3,Other,2.41718851,0,0,0.0,1.0,0,0,0.0,2,0
1933,482,"Rosmarin, Kasey",1,Science,2.448978547,0,0,0.0,,1,0,0.0,1,0
1937,483,"Koch, Brandon",2,Science,2.73117951,0,0,0.0,1.0,0,0,0.0,1,0
1941,484,"Linares, Mario",3,Other,0.580793104,0,0,0.0,0.0,0,0,0.0,2,0
1945,485,"Yellow, Ryan",5,Business,1.018315164,0,0,0.0,1.0,1,0,0.0,3,0
1949,486,"Ramirez Navarro, Evelyn",5,Humanities,1.845288338,0,0,0.0,1.0,1,0,0.0,3,0
1953,487,"Kotze, Dustin",4,Business,1.939322248,0,1,7.502606295,0.0,0,0,0.0,3,0
1957,488,"Thornbrugh, Benjamin",1,Business,3.03273845,0,1,4.286784871,,1,0,0.0,1,0
1958,489,"el-Kaiser, Aamir",1,Humanities,3.108060232,0,0,0.0,1.0,1,94,927.6022554,1,0
1965,490,"al-Farra, Naasiruddeen",1,Business,1.604584303,1,0,0.0,0.0,1,0,0.0,1,0
1969,491,"Tsui, Alan",1,Humanities,3.459495113,0,1,0.339922165,,0,0,0.0,1,0
1973,492,"al-Kaba, Muslim",1,Business,2.416016113,0,1,0.622376459,,1,0,0.0,1,0
1977,493,"Ketcham, Emma",4,Business,1.307153901,0,1,2.171154429,0.0,0,0,0.0,3,0
1981,494,"Gordon, Howard",4,Humanities,2.827758718,1,0,0.0,1.0,1,0,0.0,3,0
1985,495,"Silva Garcia, Vanessa",2,Science,2.207429096,1,0,0.0,0.0,1,0,0.0,1,1
1989,496,"Ayala, Levi",2,Other,3.037181536,0,0,0.0,1.0,0,0,0.0,1,1
1993,497,"Oh, Andrew",2,Science,3.510103957,1,0,0.0,1.0,1,0,0.0,1,0
1997,498,"al-Hashmi, Azhaar",5,Humanities,3.002803062,0,1,6.151280306,0.0,0,0,0.0,3,0
2001,499,"Norris, Schyeler",3,Business,3.055570099,0,0,0.0,0.0,1,0,0.0,2,0
2005,500,"Albo, Mikayla",2,Humanities,3.612567591,0,0,0.0,,1,0,0.0,1,0
2006,501,"Owens, Kevin",4,Other,2.614112155,1,0,0.0,0.0,1,97,1479.806026,3,0
2013,502,"Conner, Hydia",1,Business,1.792819345,0,1,3.666996039,1.0,1,0,0.0,1,0
2014,503,"el-Amini, Najlaa",3,Science,2.114853813,0,0,0.0,0.0,1,98,991.6620113,2,0
2018,504,"Burwell, Paige",1,Science,3.350241751,1,1,4.97728394,1.0,0,99,3641.383314,1,0
2019,504,"Burwell, Paige",1,Science,3.350241751,1,1,4.97728394,1.0,0,100,912.187954,1,0
2026,505,"Leon-Trejo, Victoria",4,Business,2.560262539,1,0,0.0,,0,0,0.0,3,0
2030,506,"Polaco, Edward",3,Business,0.7070448,0,0,0.0,0.0,0,0,0.0,2,0
2034,507,"Waters, J'Kahra",4,Business,2.333837579,1,0,0.0,0.0,1,0,0.0,3,0
2038,508,"Sanchez, Marcos",1,Humanities,2.901202042,0,0,0.0,1.0,1,0,0.0,1,0
2042,509,"Kingston, Bryson",2,Business,3.212159772,0,0,0.0,1.0,1,0,0.0,1,0
2046,510,"Markert, Trevor",4,Science,1.397146545,0,1,7.125553012,1.0,1,0,0.0,3,1
2050,511,"al-Huq, Abdur Razzaaq",4,Other,2.891886771,0,0,0.0,0.0,0,0,0.0,3,0
2054,512,"Hagiwara, Anne",2,Science,1.216451324,0,0,0.0,,1,0,0.0,1,0
2055,513,"Foster, Nathanial",5,Humanities,1.874606478,0,1,2.387236586,0.0,0,101,1078.189032,3,0
2062,514,"al-Amara, Haafil",5,Humanities,2.358688642,0,1,4.878418732,0.0,1,0,0.0,3,0
2066,515,"Anderson, Autumn",4,Business,2.400172634,0,0,0.0,0.0,1,0,0.0,3,0
2070,516,"Doughty, Tisha",2,Science,2.609520951,0,1,1.56077588,0.0,1,0,0.0,1,0
2074,517,"Anderson, Ty'Ese",4,Business,2.387996093,0,0,0.0,0.0,1,0,0.0,3,0
2078,518,"Ta, Neely",2,Business,2.970670448,0,1,1.530501543,,0,0,0.0,1,0
2082,519,"Vue, Richard",3,Business,3.39978959,0,0,0.0,1.0,1,0,0.0,2,0
2086,520,"Cruz, Carly",3,Other,0.766084439,0,1,15.07850309,1.0,0,0,0.0,2,0
2090,521,"Rucker, Hans",4,Science,3.149479688,0,0,0.0,1.0,0,0,0.0,3,1
2094,522,"Brookie, Joshua",1,Science,2.775687705,0,0,0.0,0.0,0,0,0.0,1,0
2098,523,"Matthews, Daniel",4,Humanities,1.083285872,0,0,0.0,0.0,1,0,0.0,3,1
2102,524,"Bedonie, Desiree",5,Humanities,2.537590145,0,0,0.0,1.0,1,0,0.0,3,0
2106,525,"el-Shah, Maisara",1,Business,1.770613747,0,0,0.0,0.0,0,0,0.0,1,0
